id,commit,build,exec_time,comment,fix,lastFix
623,7c5b32a9,FAIL,1,Javadoc comment fix.,{'lastFix': None},
624,42bde04b,FAIL,1,Add Years/Months/Weeks/Days/Hours/Minutes/Seconds (single field period classes),{'lastFix': None},
625,60563aa4,FAIL,1,Add zero-length constant to Period,{'lastFix': None},
626,07c9059f,FAIL,1,Clear release notes ready for 1.4,{'lastFix': None},
627,cd9dae9e,FAIL,1,Add link to I18N contrib project,{'lastFix': None},
628,d1b9870a,FAIL,1,Remove tasks that are not going to happen,{'lastFix': None},
629,10290929,FAIL,1,Updated tz database to version 2006m.,{'lastFix': None},
630,93c7f20d,FAIL,1,Updated tz database to version 2006m.,{'lastFix': None},
631,7409d924,FAIL,1,Updated tz database to version 2006m.,{'lastFix': None},
632,9cca8c5d,FAIL,2,Fixed text value of ReadablePartial fields when using GJChronology.,{'lastFix': None},
633,1c5cb659,FAIL,1,Updated tz database to version 2006l.,{'lastFix': None},
634,8f8bf8fb,FAIL,1,Updated tz database to version 2006k.,{'lastFix': None},
635,ba513814,FAIL,1,Updated tz database to version 2006j.,{'lastFix': None},
636,9a68ba21,FAIL,1,Move generator classes so they aren't in the jar,{'lastFix': None},
637,5e367af6,FAIL,1,Release 0.1,{'lastFix': None},
638,fd94420c,FAIL,1,Init package id,{'lastFix': None},
639,f6e989bf,FAIL,1,Include dat file in jar file,{'lastFix': None},
640,1d78a886,FAIL,1,Warn about API changes,{'lastFix': None},
641,e4d77425,FAIL,1,Initial checkin,{'lastFix': None},
642,1ec6eb26,FAIL,1,I18N initial checkin,{'lastFix': None},
643,93347206,FAIL,2,I18N initial checkin,{'lastFix': None},
644,2f0420ee,FAIL,1,Share project 'time-i18n' into 'https://svn.sourceforge.net/svnroot/joda-time/trunk/JodaTimeContrib/i18n',{'lastFix': None},
645,81023700,FAIL,1,Update for version 1.4,{'lastFix': None},
646,97aeb713,FAIL,1,Pre 1.3 release,{'lastFix': None},
647,b1d9981b,FAIL,1,Pre 1.3 release,{'lastFix': None},
648,ce6991c2,FAIL,2,Add missing since tags for 1.3,{'lastFix': None},
649,0507d7e4,FAIL,1,Enhance release notes,{'lastFix': None},
650,dff90a4d,FAIL,1,Fix svn setup,{'lastFix': None},
651,4d88c71f,FAIL,1,Try to get jdiff plugin to work,{'lastFix': None},
652,7ea50f9e,FAIL,2,Explain immutable better with new examples,{'lastFix': None},
653,e7ae8f54,FAIL,1,Remove unused method,{'lastFix': None},
654,1710dc4f,FAIL,1,Test and fix local string parsing,{'lastFix': None},
655,6b0549a6,FAIL,1,Minor comment typo,{'lastFix': None},
656,bf192877,FAIL,1,Optimise implementation of abuts(),{'lastFix': None},
657,a01f36f8,FAIL,2,"Reset interval behaviour back to v1.2, except fixing a bug in overlaps() when passing in null",{'lastFix': None},
658,bf8d08e2,FAIL,1,Tighten interval specification wrt zero duration intervals Change a zero duration interval to contains() itself and an instant of the same value,{'lastFix': None},
659,c2964c05,FAIL,1,Test parsing long fractions,{'lastFix': None},
660,0c90a60c,FAIL,1,Bug fix Interval overlap/gap methods so they return intervals with the correct chronology Spotted by Jozsef Hontvari,{'lastFix': None},
661,d9cb23bc,FAIL,2,"Check for construction by UTC zone, switching tests to PARIS zone for safety",{'lastFix': None},
662,776b3d07,FAIL,1,Javadoc,{'lastFix': None},
663,939bb55d,FAIL,1,Javadoc,{'lastFix': None},
664,ae732ef3,FAIL,1,Switch documentation to refer to Local classes instead of YMD/TOD,{'lastFix': None},
665,2bb040b3,FAIL,2,Fix Javadoc,{'lastFix': None},
666,e3158c9e,FAIL,1,Update TODO removing Local* classes,{'lastFix': None},
667,f8d72513,FAIL,1,Add and use new local ISO parsers,{'lastFix': None},
668,84f9e821,FAIL,1,Prevent String constructor from accepting times only,{'lastFix': None},
669,ba5756d2,FAIL,1,Document String constructor parse formats,{'lastFix': None},
670,c2ea1809,FAIL,1,Document String constructor parse formats,{'lastFix': None},
671,662b2ea4,FAIL,2,In getPartialValues avoid validate and use chronology,{'lastFix': None},
672,3104c835,FAIL,1,Mark as effectively deprecated,{'lastFix': None},
673,cfd80382,FAIL,1,Use standard 1.x branch naming for property methods,{'lastFix': None},
674,e3bb5c0e,FAIL,1,Fix Local Object constructors,{'lastFix': None},
675,34030220,FAIL,2,Fix spelling spotted by Andreas Deininger,{'lastFix': None},
676,66d1870b,FAIL,1,tz data version 2006g,{'lastFix': None},
677,e2d27d12,FAIL,1,tz data version 2006f,{'lastFix': None},
678,7c09011e,FAIL,1,updated tz data to version 2006e,{'lastFix': None},
679,404ada8f,FAIL,1,Fixed @since tags.,{'lastFix': None},
680,3a99ba6f,FAIL,1,Added DateTimeFormat.patternForStyle method to retrieve the format pattern for a given style and locale.,{'lastFix': None},
681,2d752002,FAIL,1,Update release notes,{'lastFix': None},
682,52d79b9e,FAIL,1,Fix tests to compile with changed converters,{'lastFix': None},
683,639e9872,FAIL,2,Fix tests caused by extracting chronologies to constants,{'lastFix': None},
684,bedcc4a0,FAIL,1,"Removed local variable debug info from compiled classes, which reduces size of jar file by about 10%.",{'lastFix': None},
685,e610c97b,FAIL,1,"Constructing TimeOfDay with String value no longer accepts date fields, and 'T' prefix is now optional.",{'lastFix': None},
686,941f593f,FAIL,1,Minor fix in error range reporting,{'lastFix': None},
687,a0c65ac0,FAIL,1,LocalDate and LocalTime constructors use correct ISO parser.,{'lastFix': None},
688,35714402,FAIL,2,Fixed test for those not living in Europe/London time zone.,{'lastFix': None},
689,d89f0e95,FAIL,1,updated to tz version 2006d,{'lastFix': None},
690,486a726f,FAIL,1,updated to tz version 2006d,{'lastFix': None},
691,75ce9876,FAIL,2,Add toLocalXxx() methods to convert to LocalDate/Time,{'lastFix': None},
692,45a8941a,FAIL,1,Extract chronologies to constants,{'lastFix': None},
693,cd35cbcf,FAIL,1,Extract chronologies to constants,{'lastFix': None},
694,5bc953f3,FAIL,2,Optimise when converting local milliseconds to the same zone,{'lastFix': None},
695,0edd032e,FAIL,1,Add withXxx methods to YearMonthDay/TimeOfDay,{'lastFix': None},
696,034147af,FAIL,1,Add withXxx methods to DateTime/DateMidnight,{'lastFix': None},
697,7483b2a1,FAIL,1,Add millisOfDay methods,{'lastFix': None},
698,937e2768,FAIL,1,Set mime-type to text/plain,{'lastFix': None},
699,1839bcd7,FAIL,1,Updated to version 2006c.,{'lastFix': None},
700,541e420f,FAIL,2,Add Local* classes to enhancements,{'lastFix': None},
701,e512741a,FAIL,1,Test LocalDateTime,{'lastFix': None},
702,88164922,FAIL,1,fixed counts in comments,{'lastFix': None},
703,559df38c,FAIL,1,Begin testing LocalDateTime,{'lastFix': None},
704,2858d0a7,FAIL,2,Delete .cvsignore files.,{'lastFix': None},
705,cf4e1f7f,FAIL,1,Delete .cvsignore files.,{'lastFix': None},
706,83df500a,FAIL,1,"If a parsed datetime is illegal due to field range or time zone offset transition, thrown exception includes text of datetime being parsed.",{'lastFix': None},
707,35808a6d,FAIL,1,Fixed overflow when getting year field from instants at Long.MAX_VALUE and LONG.MIN_VALUE.,{'lastFix': None},
708,d9405124,FAIL,2,Javadoc fixes,{'lastFix': None},
709,8a47b508,FAIL,1,"Refine methods, constructors and javadoc",{'lastFix': None},
710,b5c8777d,FAIL,1,Testing of LocalDate,{'lastFix': None},
711,1163c2a8,FAIL,1,Use methods and constructors more like YearMonthDay and TimeOfDay,{'lastFix': None},
712,35f93b06,FAIL,2,Testing of LocalDate,{'lastFix': None},
713,7d5d0a3b,FAIL,1,Fix Interval.overlaps when comparing against empty interval,{'lastFix': None},
714,6d8cacbf,FAIL,1,Handle LocalDate era field,{'lastFix': None},
715,3bfd8403,FAIL,2,Updated links to point to Subversion instead of CVS.,{'lastFix': None},
716,ceda3998,FAIL,1,Updated links to point to Subversion instead of CVS.,{'lastFix': None},
717,fef3c102,FAIL,1,Updated links to point to Subversion instead of CVS.,{'lastFix': None},
718,82300eab,FAIL,1,Deleted CVSROOT.,{'lastFix': None},
719,9aadef0b,FAIL,2,Delete .cvsignore files.,{'lastFix': None},
720,721585d0,FAIL,1,Restored YearInfo cache to 1024. Was 1.,{'lastFix': None},
721,e3f67489,FAIL,2,Fixed documentation errors,{'lastFix': None},
722,baa2e5fb,FAIL,1,"More fixes, ugh.",{'lastFix': None},
723,b825726c,FAIL,1,Fixed text.,{'lastFix': None},
724,ed2739f7,FAIL,2,Added upgrade info for version 1.2.1.,{'lastFix': None},
725,414e3ee5,FAIL,1,Update index to refer to version 1.2.1.,{'lastFix': None},
726,d4a4f8f9,FAIL,1,LocalTime tests,{'lastFix': None},
727,76911720,FAIL,1,Avoid supporting invalid fields like hourOfYear,{'lastFix': None},
728,d4998c79,FAIL,1,Fix test time zone,{'lastFix': None},
729,6744d06e,FAIL,1,Fix to ensure that zone is not lost on toDateTime et al,{'lastFix': None},
730,63c9445d,FAIL,1,Start testing LocalDate,{'lastFix': None},
731,28736a19,FAIL,1,"Fixed conversion methods toDateTime, toDateTimeISO, toMutableDateTime, and toMutableDateTimeISO to preserve the time zone",{'lastFix': None},
732,69b4c490,FAIL,1,Updated to version 2006a.,{'lastFix': None},
733,a6142691,FAIL,2,Test one or two field period format/parse,{'lastFix': None},
734,621b83ea,FAIL,1,Test LocalTime,{'lastFix': None},
735,9cb4d0fe,FAIL,1,Javadoc fixes,{'lastFix': None},
736,24927184,FAIL,1,First version of LocalTime,{'lastFix': None},
737,672fc224,FAIL,1,Initial versions of local datetime classes,{'lastFix': None},
738,e762ad0b,FAIL,1,Post release v1.0,{'lastFix': None},
739,bc30ef2f,FAIL,1,Release v1.0,{'lastFix': None},
740,5f435a32,FAIL,1,Pre 0.8 release,{'lastFix': None},
741,c7729863,FAIL,1,Pre 0.8 release,{'lastFix': None},
742,882f3bf9,FAIL,1,Pre 0.8 release,{'lastFix': None},
743,7b20d021,FAIL,1,Pre 0.8 release,{'lastFix': None},
744,4bf53766,FAIL,2,Pre 0.8 release,{'lastFix': None},
745,288308e0,FAIL,1,Sort project xml,{'lastFix': None},
746,e0428fee,FAIL,1,Post release 0.9,{'lastFix': None},
747,09bad3e9,FAIL,1,Release 0.9,{'lastFix': None},
748,4b92c379,FAIL,1,Ignore,{'lastFix': None},
749,2e6b5ce0,FAIL,1,Updated tz data to version 2005r.,{'lastFix': None},
750,5757bcc8,FAIL,2,Fix date time zone hashcode from FindBugs,{'lastFix': None},
751,a7236b6d,FAIL,1,Fix hashcode on partial property classes from FindBugs,{'lastFix': None},
752,87ac8e95,FAIL,1,Fix parser to correctly estimate parsed length from FindBugs,{'lastFix': None},
753,e38e7ad1,FAIL,1,Switch to cobertura,{'lastFix': None},
754,386da715,FAIL,1,Post release 1.2,{'lastFix': None},
755,4f77bfc1,FAIL,1,Minor typo in error message,{'lastFix': None},
756,eda247ae,FAIL,1,Switch to cobertura,{'lastFix': None},
757,79c63c41,FAIL,2,We now have 8 calendars,{'lastFix': None},
758,7bd8f09d,FAIL,1,Normalise plugins for users,{'lastFix': None},
759,f2ba0364,FAIL,1,Increase version to 1.3 SNAPSHOT,{'lastFix': None},
760,e02e706f,FAIL,1,Update dependency to joda-time-1.2,{'lastFix': None},
761,0388a5a2,FAIL,1,Prepare for v1.2,{'lastFix': None},
762,e17bbe64,FAIL,1,Add since tags,{'lastFix': None},
763,5f182d30,FAIL,1,Upgrade to time zone data 2005q,{'lastFix': None},
764,acf0ea00,FAIL,1,Update to include more manifest fields,{'lastFix': None},
765,9f6fa529,FAIL,2,Remove incorrect comments,{'lastFix': None},
766,25c14085,FAIL,1,Fix grammer,{'lastFix': None},
767,b206d0a2,FAIL,1,Fix licensing statements pre 1.0,{'lastFix': None},
768,f8d3b7ad,FAIL,2,Produce a better error message if unknown type,{'lastFix': None},
769,4612e228,FAIL,1,Update build following ideas from Jakarta Commons,{'lastFix': None},
770,e0b2d381,FAIL,1,Ignores,{'lastFix': None},
771,ab6b7a46,FAIL,1,Fix DateTimeFormat pattern letter K from Maxim Zhao,{'lastFix': None},
772,f6cc3356,FAIL,2,Improve POM standards,{'lastFix': None},
773,46bc2105,FAIL,1,Minor comment fix.,{'lastFix': None},
774,3db8722d,FAIL,1,Clarify meaning of package scoped,{'lastFix': None},
775,2c0de71d,FAIL,1,Fix version for 1.2,{'lastFix': None},
776,d36a6f84,FAIL,1,Change XML format,{'lastFix': None},
777,dd29ec2c,FAIL,1,Fix and enhance javadoc,{'lastFix': None},
778,50c61e21,FAIL,1,Fix bugs in partial add methods when starting from a leap day,{'lastFix': None},
779,1a7538ac,FAIL,2,Extra testing of isContiguous with GJChrono,{'lastFix': None},
780,ada2370c,FAIL,1,Fix bug where wrong month length was being returned,{'lastFix': None},
781,9101878f,FAIL,1,Fix docs from Chronology change,{'lastFix': None},
782,68f52656,FAIL,1,Help tests compile on JDK1.5 without warnings,{'lastFix': None},
783,9cf8aa32,FAIL,1,Updated tz data to version 2005p.,{'lastFix': None},
784,f0629520,FAIL,1,"Enhance build to add src-ide.zip, apply crlf fully and separate src and bin folders",{'lastFix': None},
785,f41449ed,FAIL,2,Upgrade version number for release 1.2,{'lastFix': None},
786,d5520b09,FAIL,1,Upgrade previous version for jdiff,{'lastFix': None},
787,b2f337a8,FAIL,1,Clarify compatibility,{'lastFix': None},
788,9c0781d4,FAIL,1,"Rename BaseGJChronology to BasicChronology, ensuring serialization OK",{'lastFix': None},
789,b947d2de,FAIL,1,Add serialized object for v1.1 GJChronology with min days in first week of 2,{'lastFix': None},
790,ae225a24,FAIL,1,Respect minimum days in week when deserializing,{'lastFix': None},
791,2ceebab9,FAIL,2,Add clirr to ant build as maven didn't work,{'lastFix': None},
792,fa5d6d51,FAIL,1,New factory methods to create YearMonthDay/TimeOfDay from Date/Calendar fields,{'lastFix': None},
793,ae7e8d97,FAIL,1,Remove methods to handle time zone differences,{'lastFix': None},
794,8c5d6902,FAIL,1,Remove methods to handle time zone differences,{'lastFix': None},
795,ee0a30f6,FAIL,1,Add methods to handle time zone differences,{'lastFix': None},
796,78518374,FAIL,1,Remove System.out,{'lastFix': None},
797,131cef79,FAIL,1,Revert change to handle time zones as it still has issues,{'lastFix': None},
798,e1198a87,FAIL,2,Improve invalid instant error message,{'lastFix': None},
799,787ba41d,FAIL,1,Add methods to handle time zone differences,{'lastFix': None},
800,a046bf4d,FAIL,1,Ignores,{'lastFix': None},
801,5c27db0d,FAIL,1,Revert change to handle time zones as it still has issues,{'lastFix': None},
802,ec3625b5,FAIL,1,Remove Islamic month of year until we have a proper test implementation using CLDR,{'lastFix': None},
803,a14ace7f,FAIL,1,Fix Date and Calendar conversion (tests) on JDK1.3,{'lastFix': None},
804,60d2c70f,FAIL,2,Added limited localization support for IslamicChronology month names.,{'lastFix': None},
805,2931c1d2,FAIL,1,"Made LeapYearPatternType class a public object. Otherwise, it is impossible for users to reference it in a local variable or cast it.",{'lastFix': None},
806,4a84c948,FAIL,1,Improve docs now chrono is a user package,{'lastFix': None},
807,52f9186f,FAIL,1,Rewrite documentation to avoid deprecated methods,{'lastFix': None},
808,a3379302,FAIL,1,Add Islamic Chronology documentation,{'lastFix': None},
809,3e0ac4e4,FAIL,1,Make chrono a user package,{'lastFix': None},
810,e487e016,FAIL,2,Updated to version 2005o.,{'lastFix': None},
811,f1e237c4,FAIL,1,Fix to compile on JDK1.3 by use of reflection,{'lastFix': None},
812,ad90fd58,FAIL,1,Remove leap year pattern type from public API,{'lastFix': None},
813,638abee3,FAIL,1,Add tests and fix duration/add bugs in Coptic and Ethiopic chronology,{'lastFix': None},
814,6ca20388,FAIL,2,Add Islamic Chronology,{'lastFix': None},
815,82cf7fe2,FAIL,1,Refactoring in advance of Islamic Chronology,{'lastFix': None},
816,c4788d95,FAIL,1,Refactor getDateMidnightMillis to use getMaxMonth,{'lastFix': None},
817,d9e778cf,FAIL,1,Add since tags,{'lastFix': None},
818,029d7d14,FAIL,2,Holiday rules version 2,{'lastFix': None},
819,7a57b8aa,FAIL,1,"Currency holiday information, originally for financial trading organisations donated by Scott R. Duchin",{'lastFix': None},
820,b501bed8,FAIL,1,Refactor abstract chronology classes to be package scoped and better named,{'lastFix': None},
821,beec5946,FAIL,2,Remove ChronologyType - it created more issues than it solved,{'lastFix': None},
822,c196026b,FAIL,1,Add DateTime.Property withMaximumValue/withMinimumValue,{'lastFix': None},
823,76d7f552,FAIL,1,ChronologyType methods and Ethiopic chronology,{'lastFix': None},
824,5ba9aa47,FAIL,1,Add ChronologyType methods,{'lastFix': None},
825,d08ed4b7,FAIL,2,Version 1.2 preparation,{'lastFix': None},
826,c4204ecd,FAIL,1,Remove completed tasks,{'lastFix': None},
827,63c28bcb,FAIL,2,Add Ethipoic Chronology,{'lastFix': None},
828,eee6a92a,FAIL,1,Fixed formatting of time zone name near DST transition.,{'lastFix': None},
829,257fbbcd,FAIL,1,Fixed conversions to and from java.util.Date and java.util.Calendar where time zone rules differ between JDK and Joda-Time.,{'lastFix': None},
830,53438f41,FAIL,1,Fix serialization bug introduced with last commit.,{'lastFix': None},
831,a09523a2,FAIL,1,"Performance enhancement of critical method, when running in server JVM.",{'lastFix': None},
832,feeee086,FAIL,1,"In ZonedChronology, fixed getting text values for fields from getAs[Short]Text(int value, Locale locale).",{'lastFix': None},
833,3920f45c,FAIL,1,Proposal for core Holiday representation classes,{'lastFix': None},
834,786e06e6,FAIL,1,Fix grammer,{'lastFix': None},
835,df96735b,FAIL,1,Ignore release folder,{'lastFix': None},
836,528c7f7a,FAIL,1,Add toString to performance checks,{'lastFix': None},
837,ceafd889,FAIL,1,Add Ethipoic Chronology,{'lastFix': None},
838,dea27d4f,FAIL,1,Change docs for ChronologyType,{'lastFix': None},
839,03c435f5,FAIL,1,Add first xml design,{'lastFix': None},
840,5b602633,FAIL,1,Initial project checkin from Al Major,{'lastFix': None},
841,f8558e67,FAIL,1,Updated to version 2005n.,{'lastFix': None},
842,e371d1e9,FAIL,1,Add notes for coptic bug fix and scalar performance improvement,{'lastFix': None},
843,f574d59d,FAIL,2,Performance optimization for overflow checking multiplications,{'lastFix': None},
844,de22e64a,FAIL,1,Fixed regression in month of year calculation which affected max days in a month,{'lastFix': None},
845,3eb5cdcd,FAIL,1,"Presentation for BeJUG, Open office v1.1.4",{'lastFix': None},
846,86568718,FAIL,1,Ignore,{'lastFix': None},
847,9e98bed1,FAIL,1,Add hibernate sub-project,{'lastFix': None},
848,6cdf6fc1,FAIL,1,Add hibernate project link,{'lastFix': None},
849,71f75eca,FAIL,1,First website version,{'lastFix': None},
850,000f4714,FAIL,1,Fix Javadoc from Gwyn Evans,{'lastFix': None},
851,37ea1f66,FAIL,1,Make sure display zone is also UTC.,{'lastFix': None},
852,0b8ed160,FAIL,2,Improved overflow detection and handling.,{'lastFix': None},
853,3dd31f2d,FAIL,1,Improved overflow detection and handling.,{'lastFix': None},
854,f6e53770,FAIL,1,Added tests for FieldUtils.,{'lastFix': None},
855,12883c59,FAIL,1,Deprecate Chronology factory methods,{'lastFix': None},
856,2fdb8ed5,FAIL,1,Remove references to Chronology factory methods,{'lastFix': None},
857,a4e20662,FAIL,1,Use chronology factory method on chronology subclass instead of that on Chronology,{'lastFix': None},
858,fc76f162,FAIL,2,Add ReadableInstant.Property.toInterval() method,{'lastFix': None},
859,88d0750d,FAIL,1,Add MutableDateTime.property method,{'lastFix': None},
860,0d6d0e24,FAIL,1,Add v1.1 tag,{'lastFix': None},
861,96f76a33,FAIL,1,Add Chronology.getType() method,{'lastFix': None},
862,583cfd39,FAIL,2,Refactor Single Era fields to BasicSingleEraDateTimeField,{'lastFix': None},
863,dd16addf,FAIL,1,"Add ChronologyType, to provide the missing link in the API types",{'lastFix': None},
864,229e52b2,FAIL,2,Ignore temp files,{'lastFix': None},
865,f676ffe2,FAIL,1,Updated to version 2005m,{'lastFix': None},
866,69c3d758,FAIL,1,Fix ZonedChronology ReadablePartial getMax/Min Value methods,{'lastFix': None},
867,26c4a01e,FAIL,1,Add JSP tags contributed project,{'lastFix': None},
868,820a9098,FAIL,1,Fix example to something that actually compiles,{'lastFix': None},
869,219ac5f9,FAIL,2,Fix website for maven 1.0.2,{'lastFix': None},
870,d2f83bce,FAIL,1,Add NOTICE to jar. Add license xml segment.,{'lastFix': None},
871,d0ed711a,FAIL,1,Post 0.8 tasks,{'lastFix': None},
872,c22634c5,FAIL,2,Fix download locations and release date,{'lastFix': None},
873,94cb3a89,FAIL,1,Fix joda-time version,{'lastFix': None},
874,efbed15b,FAIL,1,Fix META-INF,{'lastFix': None},
875,323f95f8,FAIL,2,Fix scripts for 0.8,{'lastFix': None},
876,cfb150df,FAIL,1,Fix scripts for 0.8,{'lastFix': None},
877,8aa766b7,FAIL,1,Rename README to RELEASE-NOTES,{'lastFix': None},
878,be0846b0,FAIL,1,Fix dist so maven works,{'lastFix': None},
879,f4c019f3,FAIL,2,Fix paths so maven works,{'lastFix': None},
880,30714b09,FAIL,1,Update theme for maven 1.0.2,{'lastFix': None},
881,38cbf386,FAIL,1,Improve release scripts,{'lastFix': None},
882,ce3ac84d,FAIL,2,Improve documentation,{'lastFix': None},
883,f713c75b,FAIL,1,Fix javadoc,{'lastFix': None},
884,b9ccb8d9,FAIL,1,Improve documentation,{'lastFix': None},
885,265440cf,FAIL,1,Improve documentation,{'lastFix': None},
886,9d78d8b4,FAIL,1,Upgrade to Joda-Time 1.1,{'lastFix': None},
887,aab3dfbd,FAIL,1,Reformat classes to Joda-Time codeing standards,{'lastFix': None},
888,20f77358,FAIL,2,Move from 1.1 to 1.2,{'lastFix': None},
889,c53a9546,FAIL,1,Fix invalid xml,{'lastFix': None},
890,6e7e7d68,FAIL,1,add: PersistentTimeOfDay (might loose milliseconds part) add: PersistentTimeOfDayExact (use int to store the full time),{'lastFix': None},
891,6eb9bf02,FAIL,1,Update for v1.1,{'lastFix': None},
892,227eb75c,FAIL,1,Update for v1.1,{'lastFix': None},
893,22b39081,FAIL,1,Add since tags for 1.1,{'lastFix': None},
894,c820cbe0,FAIL,1,Update documentation for v1.1,{'lastFix': None},
895,9bf299b6,FAIL,2,Update documentation for v1.1,{'lastFix': None},
896,b00d835b,FAIL,1,Add comments about equals on periods,{'lastFix': None},
897,bd4c2497,FAIL,1,Improve JDK1.5 compilation,{'lastFix': None},
898,16bf5080,FAIL,1,Add some more possible TODO items,{'lastFix': None},
899,df16fe1b,FAIL,1,"Add int override to withPivotYear, and tests",{'lastFix': None},
900,467cf820,FAIL,1,Improve test coverage,{'lastFix': None},
901,0531e3dc,FAIL,2,Remove unused code,{'lastFix': None},
902,0aa4f5e1,FAIL,1,Javadoc,{'lastFix': None},
903,6f9ef4c4,FAIL,1,Interval:   Added gap method that returns the gap between two intervals.   Added abuts method that returns true if two intervals abut. DateTimeUtils:   Added getReadableInterval(ReadableInterval) method to handle null intervals,{'lastFix': None},
904,da10d7e4,FAIL,1,Fix javadoc warning,{'lastFix': None},
905,75c05c8e,FAIL,1,Fixed spelling error.,{'lastFix': None},
906,3c4b31b4,FAIL,1,Add Comparable support to all ReadablePartials via AbstractPartial and comments,{'lastFix': None},
907,a9f2cd48,FAIL,2,Improve documentation for v1.1,{'lastFix': None},
908,2de7d1e4,FAIL,1,Update TODO for 1.2,{'lastFix': None},
909,65a5478f,FAIL,1,Ensure that Period constructors for partials check for contiguous partials,{'lastFix': None},
910,7168f6d3,FAIL,1,Add DateTimeUtils.isContiguous,{'lastFix': None},
911,f152b049,FAIL,1,Comment about removed time zones.,{'lastFix': None},
912,73517eab,FAIL,1,Update to version 2005k.,{'lastFix': None},
913,ecb3c813,FAIL,1,Add basic checkstyle,{'lastFix': None},
914,7f8dcd0f,FAIL,2,Add basic xdocs,{'lastFix': None},
915,dba81575,FAIL,1,Tabs to spaces,{'lastFix': None},
916,bdbd2515,FAIL,1,Add maven files,{'lastFix': None},
917,1140e252,FAIL,1,Eclipse files,{'lastFix': None},
918,e232922c,FAIL,1,Ignores,{'lastFix': None},
919,e349fc5c,FAIL,1,Organize imports,{'lastFix': None},
920,785b98e4,FAIL,2,Remove final method qualifier to match AbstractPartialFieldProperty,{'lastFix': None},
921,b7172036,FAIL,1,Change methods from final to non-final to ensure binary compatability with v1.0,{'lastFix': None},
922,98049a1c,FAIL,1,Prepare for 1.1,{'lastFix': None},
923,67906ed6,FAIL,1,Set jdiff version,{'lastFix': None},
924,14058836,FAIL,1,Increase test coverage,{'lastFix': None},
925,61bbfc47,FAIL,1,Organize imports,{'lastFix': None},
926,86d15ea1,FAIL,2,Refactor GJ named classes to less specific Basic named classes,{'lastFix': None},
927,6c7032e6,FAIL,1,Add since tags,{'lastFix': None},
928,59b30b99,FAIL,1,initial commit of joda jsp tags,{'lastFix': None},
929,3932b491,FAIL,1,Include NOTICE.txt in jar file,{'lastFix': None},
930,37603e6d,FAIL,1,Maven generated ant file,{'lastFix': None},
931,e6c48cce,FAIL,1,Initialize website with style and images,{'lastFix': None},
932,8f4fd92e,FAIL,1,Organize imports,{'lastFix': None},
933,e69fc761,FAIL,1,Add Eclipse project files,{'lastFix': None},
934,8297e3c5,FAIL,1,Ignore generated folders,{'lastFix': None},
935,c29aace3,FAIL,1,Add URL to download JTA from,{'lastFix': None},
936,f9177fe2,FAIL,1,Hibernate support moved to independent subproject of contrib,{'lastFix': None},
937,51dd1cdf,FAIL,2,Increase test coverage,{'lastFix': None},
938,392e9b25,FAIL,1,Increase test coverage,{'lastFix': None},
939,b83fb175,FAIL,1,Add isMatch() method to Partial,{'lastFix': None},
940,de400835,FAIL,1,Emphasise most important fixed bug,{'lastFix': None},
941,9f9a57b7,FAIL,1,Add Period.fieldDifference factory method to calculate periods in a different way,{'lastFix': None},
942,80f4c35b,FAIL,1,Add since tag,{'lastFix': None},
943,cb16c512,FAIL,2,Add Period.fieldDifference factory method to calculate periods in a different way,{'lastFix': None},
944,3937d82f,FAIL,1,Add PeriodType.forFields to get a PeriodType for any set of fields,{'lastFix': None},
945,21b0b48a,FAIL,1,Add ordinal date formats to ISODateFormat,{'lastFix': None},
946,b89ac405,FAIL,1,Add test and comment about TimeOfDay string constructor,{'lastFix': None},
947,21d77672,FAIL,1,Fix javadoc tags,{'lastFix': None},
948,130676f7,FAIL,1,Improve test coverage,{'lastFix': None},
949,60254016,FAIL,2,Fix since tag,{'lastFix': None},
950,d5b286c4,FAIL,1,Add to ignores,{'lastFix': None},
951,b86efe73,FAIL,1,"Add Partial, new immutable implementation of ReadablePartial",{'lastFix': None},
952,17eb4194,FAIL,1,Add ISODateTimeFormat.forFields to get a suitable format for a subset of datetime fields,{'lastFix': None},
953,94b1ea2c,FAIL,1,Fix bug in DateTimeFormatterBuilder.canBuildFormatter() where it always returned false,{'lastFix': None},
954,c2915308,FAIL,2,Attempt to boost Google results for 'ISO 8601' and 'ISO8601 java',{'lastFix': None},
955,bb9ba444,FAIL,1,Minor typo.,{'lastFix': None},
956,a498adb4,FAIL,1,Overflowed calculations involving year throw ArithmeticException rather than produce a bogus result.,{'lastFix': None},
957,365e92cf,FAIL,1,Persist: YearMonthDay,{'lastFix': None},
958,ec648df5,FAIL,1,Comment fix.,{'lastFix': None},
959,4092deb5,FAIL,2,Allow easier usage from within other (custom) usertypes,{'lastFix': None},
960,61c64930,FAIL,1,Fix bug in withChronologyRetainFields because no validation occurred,{'lastFix': None},
961,f9f79f08,FAIL,1,Specify dat files to be used as part of testing,{'lastFix': None},
962,e924d16d,FAIL,1,Fix test to work reliably as part of larger test suite,{'lastFix': None},
963,7b3fa279,FAIL,1,Fixed number parser leniency bug with respect to sign characters.,{'lastFix': None},
964,809f8db5,FAIL,1,Fix serialization of DateTime/DateMidnight property classes,{'lastFix': None},
965,22679570,FAIL,1,Fix serialization of DateTime/DateMidnight property classes,{'lastFix': None},
