id,commit,build,exec_time,comment,fix,lastFix
1320,1a3e1f54,FAIL,1,Add more withXxx() methods to DateTime,{'lastFix': None},
1321,f3b1059c,FAIL,1,Start Chrono package tests,{'lastFix': None},
1322,86c8fac4,FAIL,1,Increase test coverage,{'lastFix': None},
1323,7eadd1a4,FAIL,1,Select DateTimeUtils methods to keep,{'lastFix': None},
1324,8a5de9fd,FAIL,1,Add clone and copy methods,{'lastFix': None},
1325,7fd2cb9a,FAIL,2,More tests,{'lastFix': None},
1326,fa25072e,FAIL,1,Fix bug from testing,{'lastFix': None},
1327,11a59b1e,FAIL,1,Fixed @param tag,{'lastFix': None},
1328,c3cb80bc,FAIL,1,Change constructors to protected,{'lastFix': None},
1329,0e8fb067,FAIL,1,Add and test withXxx methods,{'lastFix': None},
1330,95a32bbb,FAIL,1,Add more withXxx methods,{'lastFix': None},
1331,dc56a756,FAIL,2,Adjust final methods,{'lastFix': None},
1332,12c05dd8,FAIL,1,Refactor AbstractDuration to remove instance variable,{'lastFix': None},
1333,4ac994b5,FAIL,1,Refactor AbstractInterval,{'lastFix': None},
1334,3f222b62,FAIL,1,Add MutableInterval tests,{'lastFix': None},
1335,e161f2da,FAIL,1,Reorder methods and Javadoc,{'lastFix': None},
1336,44f74aea,FAIL,1,Add methods to obtain values from objects handling null,{'lastFix': None},
1337,45b549ba,FAIL,2,Fix to use correct set method on writable interval,{'lastFix': None},
1338,88649c3f,FAIL,1,Fixed bug in parsing dates with an incomplete set of fields. They were defaulting to whatever they were on 1970-01-01.,{'lastFix': None},
1339,a3f91faf,FAIL,1,Fixed parsing bug that would consume wrong suffix for field.,{'lastFix': None},
1340,f1a00f33,FAIL,1,Complete the RWInterval interface,{'lastFix': None},
1341,ae1daefa,FAIL,1,More tests,{'lastFix': None},
1342,3c68415d,FAIL,1,"Use years, not weekyears, for week based durations",{'lastFix': None},
1343,f476c884,FAIL,2,Javadoc,{'lastFix': None},
1344,c2164225,FAIL,1,Javadoc,{'lastFix': None},
1345,95693de1,FAIL,1,Detail of Interval implementation derived from testing,{'lastFix': None},
1346,6579a752,FAIL,1,Fixed javadoc tags.,{'lastFix': None},
1347,b0b5834e,FAIL,1,Increase coverage,{'lastFix': None},
1348,b63efc4a,FAIL,1,Make PeriodType methods consistent and test,{'lastFix': None},
1349,57d5cb7f,FAIL,1,Increase test coverage,{'lastFix': None},
1350,c578139c,FAIL,2,Make all serialization versions private,{'lastFix': None},
1351,f9fb0d41,FAIL,1,Clarify hashCode,{'lastFix': None},
1352,d9b72f09,FAIL,1,Enhance IntervalConverter,{'lastFix': None},
1353,6613fa30,FAIL,1,Fix tests,{'lastFix': None},
1354,3f62b3a3,FAIL,1,Tests and fixes,{'lastFix': None},
1355,c19bfe0c,FAIL,1,Simplify complex duration to period conversions,{'lastFix': None},
1356,0e2ca0e4,FAIL,2,Change TimePeriod to Period,{'lastFix': None},
1357,b10e0031,FAIL,1,Change DurationType to PeriodType,{'lastFix': None},
1358,6d327ba1,FAIL,1,Fix API and Javadoc via testing,{'lastFix': None},
1359,1c524312,FAIL,1,Fix tests after TimePeriod creation,{'lastFix': None},
1360,226fd68c,FAIL,1,Fix tests after TimePeriod creation,{'lastFix': None},
1361,87acf8d6,FAIL,1,Split Duration and TimePeriod converters and Javadoc,{'lastFix': None},
1362,24e79cfd,FAIL,2,Split Duration and TimePeriod converters and Javadoc,{'lastFix': None},
1363,8daa099d,FAIL,1,Refactor to create TimePeriod and make Duration millisecond only,{'lastFix': None},
1364,7b179791,FAIL,1,Add MillisDuration for precise durations,{'lastFix': None},
1365,7f03615b,FAIL,1,Cache time zones looked up by fixed offset.,{'lastFix': None},
1366,7b36948d,FAIL,1,First version,{'lastFix': None},
1367,ad8e643d,FAIL,1,Refactor Duration to create MillisDuration for millisecond based durations,{'lastFix': None},
1368,b1caf28e,FAIL,1,Add safe integer add,{'lastFix': None},
1369,d3c4efa4,FAIL,2,Remove old test classes,{'lastFix': None},
1370,d21736df,FAIL,1,Fix tests to handle chronology issues and withDurationType,{'lastFix': None},
1371,fecb5213,FAIL,1,"Remove null restrictions, javadoc and tidy prior to testing",{'lastFix': None},
1372,6c475416,FAIL,1,Fix bugs by using instant chronology correctly in add methods,{'lastFix': None},
1373,5916e8e1,FAIL,1,Add withDurationType method,{'lastFix': None},
1374,c5baa321,FAIL,1,Make DateTimeField a fully abstract class (not interface),{'lastFix': None},
1375,b0c5cdc4,FAIL,2,Increase coverage,{'lastFix': None},
1376,ee579e2d,FAIL,1,Add long values safely,{'lastFix': None},
1377,6a806bbe,FAIL,1,Test DurationType,{'lastFix': None},
1378,dc19201a,FAIL,1,Increase coverage,{'lastFix': None},
1379,1b7590e5,FAIL,1,Add javadoc and refactor implementation,{'lastFix': None},
1380,cbcdeccb,FAIL,1,"Remove constants, add Javadoc, tidy implementation",{'lastFix': None},
1381,61ba006d,FAIL,1,Add equals/hashCode,{'lastFix': None},
1382,6822bf41,FAIL,1,Simplify toString,{'lastFix': None},
1383,c016c1a0,FAIL,1,Testing MutableDuration,{'lastFix': None},
1384,e148b58e,FAIL,1,Javadoc and fixes from testing,{'lastFix': None},
1385,d60dc845,FAIL,1,Additional testing,{'lastFix': None},
1386,ba231bd2,FAIL,1,Javadoc,{'lastFix': None},
1387,708f1391,FAIL,1,Fix hashcode and toString from testing,{'lastFix': None},
1388,ac0715fa,FAIL,2,Fix null handling from testing,{'lastFix': None},
1389,b030ae5c,FAIL,1,Update and test durations,{'lastFix': None},
1390,abcd0667,FAIL,1,Add ability to compare comparators,{'lastFix': None},
1391,8255f7e1,FAIL,1,Add ability to compare comparators,{'lastFix': None},
1392,4bcc1e7f,FAIL,1,Fix tests to actually be sensible,{'lastFix': None},
1393,6ba8e486,FAIL,1,Updated to version 2004b.,{'lastFix': None},
1394,b788af2a,FAIL,2,Testing converters,{'lastFix': None},
1395,614858d7,FAIL,1,Fixed deserialization.,{'lastFix': None},
1396,1b7c2221,FAIL,1,Updated JUnit dependency.,{'lastFix': None},
1397,f21b60c2,FAIL,1,More test classes,{'lastFix': None},
1398,a7210d05,FAIL,1,Update from testing,{'lastFix': None},
1399,804115f1,FAIL,1,Increase coverage,{'lastFix': None},
1400,5e94133c,FAIL,2,Fix from testing,{'lastFix': None},
1401,f183e5b3,FAIL,1,Increase coverage,{'lastFix': None},
1402,bda299ca,FAIL,1,Test DateTimeUtils,{'lastFix': None},
1403,76df8353,FAIL,1,Javadoc and style,{'lastFix': None},
1404,d277357f,FAIL,1,Fixed javadoc tag,{'lastFix': None},
1405,a1d6609d,FAIL,1,More tests for MutableDateTime,{'lastFix': None},
1406,3a2eda4c,FAIL,1,Fix tests,{'lastFix': None},
1407,d9ad623e,FAIL,2,Move rounding code to MutableDateTime,{'lastFix': None},
1408,89eb4601,FAIL,1,"Fix equals hashcode contract, move and rework rounding code from interface",{'lastFix': None},
1409,61017942,FAIL,1,Fix equals hashcode contract,{'lastFix': None},
1410,99b20c99,FAIL,1,Test addWrapField,{'lastFix': None},
1411,b9f6d452,FAIL,1,Fixed assertion.,{'lastFix': None},
1412,7d46a67a,FAIL,1,Made getDateOnlyMillis and getTimeOnlyMillis hidden.,{'lastFix': None},
1413,194de432,FAIL,2,Removed those pesky getDateOnlyMillis and getTimeOnlyMillis methods.,{'lastFix': None},
1414,72c00fed,FAIL,1,Fix test,{'lastFix': None},
1415,9f2059f0,FAIL,1,Test MutableDateTime,{'lastFix': None},
1416,a5b05944,FAIL,1,Add getMillisKeepLocal to DateTimeZone,{'lastFix': None},
1417,40bad1eb,FAIL,1,Add null duration converter,{'lastFix': None},
1418,beccb19a,FAIL,1,Javadoc,{'lastFix': None},
1419,7573233f,FAIL,2,Add null duration converter,{'lastFix': None},
1420,27422273,FAIL,1,Restored implementation comment.,{'lastFix': None},
1421,534cb58f,FAIL,1,Test MutableDateTime,{'lastFix': None},
1422,915e7b95,FAIL,1,Tidy zone changing functionality,{'lastFix': None},
1423,fc637c8a,FAIL,1,Fixed param tags.,{'lastFix': None},
1424,31f51d88,FAIL,1,Commented out checkstyle config -- causes a problem with Maven 1.0 and is not needed.,{'lastFix': None},
1425,e051c775,FAIL,2,Grouped packages into user and implementation.,{'lastFix': None},
1426,501d8fa8,FAIL,1,Fixed first sentence.,{'lastFix': None},
1427,86c33f3e,FAIL,1,Folded in docs for partials.,{'lastFix': None},
1428,a90a9bff,FAIL,1,Added overview to javadoc generated pages.,{'lastFix': None},
1429,dad52b39,FAIL,1,Fixed @link tag.,{'lastFix': None},
1430,94684333,FAIL,1,Test UTCProvider,{'lastFix': None},
1431,a1ef0abe,FAIL,2,Move partial instants from dedicated package to main package,{'lastFix': None},
1432,6de5fe99,FAIL,1,Avoid javadoc only import,{'lastFix': None},
1433,e61ae332,FAIL,1,Document package as implementation internal,{'lastFix': None},
1434,54e0e0e7,FAIL,1,Code tidy,{'lastFix': None},
1435,78f98604,FAIL,1,Simplify property implementation,{'lastFix': None},
1436,a88a7cdd,FAIL,1,DateTime.Property defined as inner class.,{'lastFix': None},
1437,9e6dd3f2,FAIL,1,Property constructor is private.,{'lastFix': None},
1438,62e4b9e5,FAIL,1,Made properties serializable.,{'lastFix': None},
1439,5f641456,FAIL,1,Explicitly set default java.util.TimeZone to Europe/London so that tests pass for those who don't live in London.,{'lastFix': None},
1440,6682ab2a,FAIL,1,Test DateTimeZone,{'lastFix': None},
1441,a116b032,FAIL,1,More tests,{'lastFix': None},
1442,53ee7764,FAIL,1,Simplify withZoneRetainFields,{'lastFix': None},
1443,08a925a3,FAIL,1,Add DateMidnight tests,{'lastFix': None},
1444,193ca61d,FAIL,2,Add DateMidnight,{'lastFix': None},
1445,c9fe9c8e,FAIL,1,Change to test in 2002-2004 where time zone is predictable,{'lastFix': None},
1446,e7597300,FAIL,1,No longer needed,{'lastFix': None},
1447,908174b0,FAIL,1,Fixed comment typo.,{'lastFix': None},
1448,0516796c,FAIL,1,Remove inaccurate javadoc,{'lastFix': None},
1449,d577ec47,FAIL,1,More tests,{'lastFix': None},
1450,d02bfa0d,FAIL,2,Eliminate production of useless anonymous inner class by javac.,{'lastFix': None},
1451,d9680621,FAIL,1,Fixed javadoc comment.,{'lastFix': None},
1452,ef855fa3,FAIL,1,Fixed javadoc comment.,{'lastFix': None},
1453,339cf9a9,FAIL,1,Fixed javadoc link.,{'lastFix': None},
1454,19ae379e,FAIL,1,Unify addWrapped and addInField to addWrapField,{'lastFix': None},
1455,c9bb2015,FAIL,1,Rename Property.getInstant to getReadableInstant,{'lastFix': None},
1456,6d0c7db8,FAIL,1,Rename AbstractDurationField to BaseDurationField,{'lastFix': None},
1457,c6886146,FAIL,2,More tests,{'lastFix': None},
1458,ab921d93,FAIL,1,Change DurationField from interface to Class,{'lastFix': None},
1459,07955d27,FAIL,1,Use correct UnsupportedDurationType,{'lastFix': None},
1460,360b3ed7,FAIL,1,"Update javadoc and implementation, including defining null input as now",{'lastFix': None},
1461,ad21e73f,FAIL,1,Fix tests now that null means now in comparator,{'lastFix': None},
1462,35495b79,FAIL,1,Increase converter test coverage,{'lastFix': None},
1463,0748504f,FAIL,2,Javadoc API clarifications,{'lastFix': None},
1464,e94730d5,FAIL,1,Test classes for converters,{'lastFix': None},
1465,41bf6944,FAIL,1,Fixes from testing,{'lastFix': None},
1466,926d11d5,FAIL,1,Additional tests for DateTime and Instant,{'lastFix': None},
1467,8acb3651,FAIL,1,Fixes resulting from testing,{'lastFix': None},
1468,33589db6,FAIL,1,Remove ReadableInstant constructor,{'lastFix': None},
1469,e4c81f52,FAIL,2,Fix constructor javadoc,{'lastFix': None},
1470,d4cbf85d,FAIL,1,Mix minor typos.,{'lastFix': None},
1471,67fa5aa4,FAIL,1,Fix broken @link tags.,{'lastFix': None},
1472,b10f4155,FAIL,1,Ignore junit files,{'lastFix': None},
1473,cc50f086,FAIL,1,Test DateTimeConstants,{'lastFix': None},
1474,827aa5f2,FAIL,1,Remove as not in use,{'lastFix': None},
1475,eab5533e,FAIL,1,StringBuffer decorator,{'lastFix': None},
1476,a592319c,FAIL,2,Support printing of partials,{'lastFix': None},
1477,58ebc40a,FAIL,1,Rename PartialInstant to ReadablePartial,{'lastFix': None},
1478,fc46baae,FAIL,1,DayOfWeek not that useful,{'lastFix': None},
1479,fd192c2d,FAIL,1,Commit class so its not lost,{'lastFix': None},
1480,f4c5b949,FAIL,1,Update examples,{'lastFix': None},
1481,6880d4b7,FAIL,1,Update TODO,{'lastFix': None},
1482,5ffd24e9,FAIL,2,Update to send commit emails,{'lastFix': None},
1483,ff3b9827,FAIL,1,Removed old code to support partials. ReadWritableInstant supports rounding.,{'lastFix': None},
1484,7cff5902,FAIL,1,Simplified number parsing logic.,{'lastFix': None},
1485,4272ad9b,FAIL,2,Add extra tests for illegal sets,{'lastFix': None},
1486,4ff49b3d,FAIL,1,Add YearMonthDay,{'lastFix': None},
1487,655277bd,FAIL,1,Adjust smaller fields after a set/add,{'lastFix': None},
1488,7519034b,FAIL,1,Support setting month and dayOfWeek from numbers,{'lastFix': None},
1489,8aa06fb6,FAIL,1,Javadoc,{'lastFix': None},
1490,ea67740b,FAIL,1,Add support for PartialInstant field add(),{'lastFix': None},
1491,8dd8b3d7,FAIL,2,Add toString,{'lastFix': None},
1492,516a6f56,FAIL,1,Fixed @param doc,{'lastFix': None},
1493,af91631a,FAIL,1,Tests for converter package,{'lastFix': None},
1494,9010b04f,FAIL,2,Mock converter,{'lastFix': None},
1495,23486179,FAIL,1,"Reorganize test classes, factoring out older ones",{'lastFix': None},
1496,d6bd0527,FAIL,1,Allow clover/jcoverage reports to work,{'lastFix': None},
1497,c52cb86e,FAIL,1,Add NullConverter that returns current time,{'lastFix': None},
1498,3f1abe6f,FAIL,1,Fix ObjectChronology constructor to use converter properly,{'lastFix': None},
1499,9be879e5,FAIL,1,Javadoc,{'lastFix': None},
1500,0d7b6212,FAIL,2,Add addInField to PartialInstant,{'lastFix': None},
1501,ed60692b,FAIL,1,Ensure deserialization works,{'lastFix': None},
1502,bf5e60bd,FAIL,1,Add AbstractPartialInstant,{'lastFix': None},
1503,a7a93c8b,FAIL,1,Javadoc,{'lastFix': None},
1504,cbf53093,FAIL,1,Added method for supporting special parsing of two digit years.,{'lastFix': None},
1505,412b356b,FAIL,1,Fixed bug parsing time zone offset where zero offset text is an empty string.,{'lastFix': None},
1506,787255cd,FAIL,2,Improve support for setting partial instant values,{'lastFix': None},
1507,ec6e7dd1,FAIL,1,Add new constructors and validate,{'lastFix': None},
1508,bfbc8b64,FAIL,1,Javadoc,{'lastFix': None},
1509,7db78731,FAIL,1,Add validate() to Chronology for PartialInstant,{'lastFix': None},
1510,6a138f4f,FAIL,1,Updated to version 2004a,{'lastFix': None},
1511,7d66f031,FAIL,1,Fix javadoc param tags,{'lastFix': None},
1512,2dc98589,FAIL,1,Removed double 'it',{'lastFix': None},
1513,d5aa1891,FAIL,1,Typo fix.,{'lastFix': None},
1514,e962cbde,FAIL,1,PartialInstant getMax/getMin methods,{'lastFix': None},
1515,dc281ce2,FAIL,1,PartialInstant set method,{'lastFix': None},
1516,7ab0e5ac,FAIL,1,Remove unecessary casts,{'lastFix': None},
1517,75027882,FAIL,1,Rename AbstractDateTimeField to BaseDateTimeField,{'lastFix': None},
1518,aecb6115,FAIL,1,Fixed usage message.,{'lastFix': None},
1519,eb0cac2b,FAIL,2,"Fix for bug 954058, which caused an ExceptionInInitializerError to be thrown if the system property ""user.timezone"" specified an explicit offset.",{'lastFix': None},
1520,1a816f69,FAIL,1,Explit order applied to initialization of constants.,{'lastFix': None},
1521,bd965bb6,FAIL,1,Javadoc,{'lastFix': None},
1522,07ae1b8e,FAIL,1,Fix method details,{'lastFix': None},
1523,e0a8fe92,FAIL,1,Remove final,{'lastFix': None},
1524,e1927ec8,FAIL,2,Javadoc,{'lastFix': None},
1525,906205a2,FAIL,1,Update resolve test and add tests for property,{'lastFix': None},
1526,524a3429,FAIL,1,Remove explicit field array Rework resolve,{'lastFix': None},
1527,ef7e9471,FAIL,1,Update resolve() and add equals/hashCode,{'lastFix': None},
1528,20f7208f,FAIL,1,Remove leap year code as partials cannot determine this accurately,{'lastFix': None},
1529,3746dd47,FAIL,1,Fix getAsText to avoid infinite recursion,{'lastFix': None},
1530,92e75880,FAIL,2,Initial version of refactored PartialInstant,{'lastFix': None},
1531,43bceec9,FAIL,1,Made abstract,{'lastFix': None},
1532,bee95ce2,FAIL,1,Delegate to the correct method,{'lastFix': None},
1533,331282f8,FAIL,1,Comment updates.,{'lastFix': None},
1534,b81cd9b2,FAIL,1,Removed withMillis and withChronology methods.,{'lastFix': None},
1535,72028b71,FAIL,1,Permission checks in place.,{'lastFix': None},
1536,ade078da,FAIL,1,Replaced by JodaTimePermission.,{'lastFix': None},
1537,c6391f36,FAIL,2,Uses generic JodaTimePermission class.,{'lastFix': None},
1538,d8d6d685,FAIL,1,Minor comment fixes,{'lastFix': None},
1539,21a05d42,FAIL,1,Remove withXxx methods from ReadableInstant,{'lastFix': None},
1540,c291d58a,FAIL,1,Rename moveDateTimeZone to setZoneRetainFields,{'lastFix': None},
1541,a26563f0,FAIL,1,Rename getDateTimeZone methods to getZone etc,{'lastFix': None},
1542,23a2a953,FAIL,1,Javadoc,{'lastFix': None},
1543,6f9be0d1,FAIL,2,Change hashcode definition to enable compatability with java.util.Date,{'lastFix': None},
1544,d73d392c,FAIL,1,Rename moveDateTimeZone to withDateTimeZoneRetainFields,{'lastFix': None},
1545,5d784a86,FAIL,1,Add support for changing the current time,{'lastFix': None},
1546,165f427e,FAIL,1,Example usages of Joda-Time,{'lastFix': None},
1547,d7a4f535,FAIL,1,Remove public modifier on method.,{'lastFix': None},
1548,08552fe8,FAIL,1,Added getDuration(DurationType); default duration type is average-year-month.,{'lastFix': None},
1549,815bcef8,FAIL,1,Added getDuration(DurationType),{'lastFix': None},
1550,1d7f4443,FAIL,1,Cache some common types.,{'lastFix': None},
1551,9da9df67,FAIL,1,Rollback to average-year-month duration type.,{'lastFix': None},
1552,748e1374,FAIL,1,Uses millis duration type.,{'lastFix': None},
1553,64031d91,FAIL,1,Add getDateTime method,{'lastFix': None},
1554,2883a11e,FAIL,1,Rename getDateTime method to appropriate name,{'lastFix': None},
1555,d512ea48,FAIL,2,Added withDateTimeZoneMoved method.,{'lastFix': None},
1556,29ae347c,FAIL,1,Removed comments about exceptions which are no longer thrown.,{'lastFix': None},
1557,b036d68c,FAIL,1,Minor comment typo.,{'lastFix': None},
1558,079da56f,FAIL,1,Update website with more docs and better text for search engines,{'lastFix': None},
1559,0433425e,FAIL,1,Preserve time zone when converting to Calendar.,{'lastFix': None},
1560,ea3536d6,FAIL,1,Added leap second info.,{'lastFix': None},
1561,3fcb482c,FAIL,1,Minor comment typo.,{'lastFix': None},
1562,3ffd1a7f,FAIL,1,Added performance and threading.,{'lastFix': None},
1563,354d0183,FAIL,1,Add FAQ to website,{'lastFix': None},
1564,c733e2ab,FAIL,1,Update site docs,{'lastFix': None},
1565,6ed3c27c,FAIL,1,Yet another minor comment fix.,{'lastFix': None},
1566,563b3982,FAIL,2,Update site docs,{'lastFix': None},
1567,4fbcc5a0,FAIL,1,Update version,{'lastFix': None},
1568,9ff31960,FAIL,1,Update version,{'lastFix': None},
1569,513311d6,FAIL,1,Update site docs,{'lastFix': None},
1570,fd923001,FAIL,1,Improve javadoc,{'lastFix': None},
1571,0d54bf0f,FAIL,2,Comment fix.,{'lastFix': None},
1572,93e4ec9f,FAIL,1,Improve javadoc,{'lastFix': None},
1573,157fe66c,FAIL,1,Improve javadoc,{'lastFix': None},
1574,cdcbcfe0,FAIL,1,Improve JDK1.4 compliance,{'lastFix': None},
1575,2caf6667,FAIL,1,Add link to fields,{'lastFix': None},
1576,8f0e2f14,FAIL,1,Updated getName docs.,{'lastFix': None},
1577,3163e8b8,FAIL,2,Updates to century related fields and more.,{'lastFix': None},
1578,19faa83d,FAIL,1,no message,{'lastFix': None},
1579,ab25e10c,FAIL,1,Fixed definition of ISO century related fields.,{'lastFix': None},
1580,b1a61729,FAIL,1,Removed unused import.,{'lastFix': None},
1581,6a3b134c,FAIL,1,Removed API consistency item.,{'lastFix': None},
1582,fdf7600f,FAIL,1,Javadoc fixes.,{'lastFix': None},
1583,6c6142b2,FAIL,2,Fixed bug which caused getInstance to fail on second identical call.,{'lastFix': None},
1584,d7bc2156,FAIL,1,Override implementation of getDateOnlyMillis.,{'lastFix': None},
1585,5d755a53,FAIL,1,Include year bounds check in getDateOnlyMillis.,{'lastFix': None},
1586,da90591d,FAIL,1,Comment fix.,{'lastFix': None},
1587,c448a40c,FAIL,1,Updated docs.,{'lastFix': None},
1588,8045bc2a,FAIL,2,Typo fix.,{'lastFix': None},
1589,3ec1eb7f,FAIL,1,Require special year field.,{'lastFix': None},
1590,4226539f,FAIL,1,Need special rule for set.,{'lastFix': None},
1591,936a1677,FAIL,1,Re-calc year limits.,{'lastFix': None},
1592,14dcaf0e,FAIL,1,Re-organized chronology package and created new field package.,{'lastFix': None},
1593,6f5522f5,FAIL,1,Fix broken link.,{'lastFix': None},
1594,70a6a3dc,FAIL,2,Support negative weekyears; fixed minor bug in matching parser.,{'lastFix': None},
1595,ee1c58b8,FAIL,1,Renamed undoChanges to restoreState; added safety code to computeMillis.,{'lastFix': None},
1596,bf2500fd,FAIL,1,Fixed bug when constructing with non-ISO chronologies.,{'lastFix': None},
1597,f6d1161f,FAIL,1,Fixed bug when weekyear changes cross cutover.,{'lastFix': None},
1598,c7eeafa2,FAIL,1,Comment typo.,{'lastFix': None},
1599,a3c62f00,FAIL,1,Comment fix.,{'lastFix': None},
1600,940ea818,FAIL,2,Comment typo.,{'lastFix': None},
1601,f748871f,FAIL,1,Update API consistency items.,{'lastFix': None},
1602,ce2c2587,FAIL,1,Split the javadoc index.,{'lastFix': None},
1603,3b798c8b,FAIL,1,Comment correction.,{'lastFix': None},
1604,6ad6d558,FAIL,1,Added withDateTimeZone method.,{'lastFix': None},
1605,265f5cc7,FAIL,1,Renamed toCopy methods.,{'lastFix': None},
1606,548b2fb3,FAIL,1,"Can't use strictfp, need jre1.2 compatibility.",{'lastFix': None},
1607,0facc1d2,FAIL,1,"Extended time zone offset precision, ensuring that for Joda, all instants converted to strings can be parsed back into the exact same instant.",{'lastFix': None},
1608,5f54fda8,FAIL,1,Time zone offset parser supports fractional seconds leading with comma.,{'lastFix': None},
1609,3a68a02d,FAIL,1,Expanded documentation.,{'lastFix': None},
1610,38a5d1cc,FAIL,1,"Fewer substrings created during integer parsing, resulting in performance improvements.",{'lastFix': None},
1611,4d08164b,FAIL,1,More performance improvements due to less object allocation.,{'lastFix': None},
1612,fa85e52f,FAIL,1,Reduced temporary object allocations during parse.,{'lastFix': None},
1613,8c56f7b1,FAIL,2,Fix column name.,{'lastFix': None},
1614,7f40c2c8,FAIL,1,Bug fixes in set matching parse.,{'lastFix': None},
1615,e092621f,FAIL,1,Reflect changes in property package class renames.,{'lastFix': None},
1616,a23eb4c8,FAIL,1,Make class names follow consistent naming pattern.,{'lastFix': None},
1617,d7a7fcd6,FAIL,1,Bring back missing appendPattern method.,{'lastFix': None},
1618,e5d945fd,FAIL,1,Minor comment clarification.,{'lastFix': None},
1619,a8db2e4b,FAIL,2,Add test for parse formats,{'lastFix': None},
1620,b9b9292a,FAIL,1,Handle ordinal dates,{'lastFix': None},
1621,fd68de5e,FAIL,1,Fix a bug in timezone obtaining,{'lastFix': None},
1622,d849be8e,FAIL,1,Support parsing more fractional time elements.,{'lastFix': None},
1623,4eebf636,FAIL,1,Improve fraction parsing accuracy.,{'lastFix': None},
1624,5d24a398,FAIL,1,Simplify set implementation.,{'lastFix': None},
1625,c8bfdbcb,FAIL,2,Override set with simpler implementation.,{'lastFix': None},
1626,35aca9c2,FAIL,1,Update to 2004,{'lastFix': None},
1627,6d19e6d7,FAIL,1,Organize imports,{'lastFix': None},
1628,f5cf1fab,FAIL,1,Optimized getMaximumValueForSet method.,{'lastFix': None},
1629,61f556bb,FAIL,1,"In set, fix range check for fields with imprecise ranges.",{'lastFix': None},
1630,7804df45,FAIL,1,Mathematically correct range error message.,{'lastFix': None},
1631,52868920,FAIL,1,Support week date formats.,{'lastFix': None},
1632,c97dc410,FAIL,2,Describe package.,{'lastFix': None},
1633,face183f,FAIL,1,Minor spelling error.,{'lastFix': None},
1634,c7049ff9,FAIL,1,Updated to version 2003e.,{'lastFix': None},
1635,83fbf52a,FAIL,1,Completed Date/TimeOnly properties task.,{'lastFix': None},
1636,db0d0b1b,FAIL,1,Removed isMatchingType method.,{'lastFix': None},
1637,32cdb3a2,FAIL,1,Remove protected create method.,{'lastFix': None},
1638,abfd9712,FAIL,2,Support mutable forms.,{'lastFix': None},
1639,31c46e10,FAIL,1,Property support.,{'lastFix': None},
1640,a5de35ca,FAIL,1,Support properties.,{'lastFix': None},
1641,33e118fc,FAIL,1,Moved to new property package.,{'lastFix': None},
1642,9e164be0,FAIL,1,Moved from parent package.,{'lastFix': None},
1643,c0d3d407,FAIL,1,Include usage in javadoc.,{'lastFix': None},
1644,49b93444,FAIL,2,"Rename appendNumeric to appendDecimal, reserving ""numeric"" for later use.",{'lastFix': None},
1645,cd675bb9,FAIL,1,"Require appending formatter, not just a printer.",{'lastFix': None},
1646,f20dbc8f,FAIL,1,Fix repository URL.,{'lastFix': None},
1647,2b35ffc2,FAIL,1,Add interval.,{'lastFix': None},
1648,a36dcd69,FAIL,1,Intervals done.,{'lastFix': None},
1649,4ae145ad,FAIL,1,Add blurb on intervals.,{'lastFix': None},
1650,67d0dbff,FAIL,1,Minor name correction.,{'lastFix': None},
1651,b56257ce,FAIL,2,Added serialVersionUID.,{'lastFix': None},
1652,21c26089,FAIL,1,Support leap.,{'lastFix': None},
1653,6291c8bf,FAIL,1,Save original duration object if precise.,{'lastFix': None},
1654,c667a205,FAIL,1,"Indent with spaces, not tabs.",{'lastFix': None},
1655,3bce0685,FAIL,1,Interval formatting supported.,{'lastFix': None},
1656,cf252ecc,FAIL,1,Support object onversion; define duration setting methods,{'lastFix': None},
1657,25aa0414,FAIL,2,Support object onversion.,{'lastFix': None},
1658,2fb51267,FAIL,1,Support setting duration.,{'lastFix': None},
1659,db2191ad,FAIL,1,Added a few new types and dropped ISOYearMonth.,{'lastFix': None},
1660,2c4229d0,FAIL,1,Support object conversion using automatic duration type selection.,{'lastFix': None},
1661,5b168ff9,FAIL,1,Comment typos.,{'lastFix': None},
1662,d40f8536,FAIL,1,Remove unused import.,{'lastFix': None},
1663,fa7e966c,FAIL,1,Support converting intervals.,{'lastFix': None},
1664,029dcff9,FAIL,1,Support selecting a duration type.,{'lastFix': None},
1665,b8197b0f,FAIL,1,Removed redundant public keywords.,{'lastFix': None},
1666,6f093d3b,FAIL,1,Comment consistency.,{'lastFix': None},
1667,35d7ba61,FAIL,1,Added isPrecise method.,{'lastFix': None},
1668,5c7f319a,FAIL,1,Added special conversion check.,{'lastFix': None},
1669,58eac4bf,FAIL,1,Comment fix.,{'lastFix': None},
1670,22e073ec,FAIL,2,Support convertng intervals to durations.,{'lastFix': None},
1671,358fb5d5,FAIL,1,Intervals are back.,{'lastFix': None},
1672,310e0c4e,FAIL,1,Usage comment fix.,{'lastFix': None},
1673,05349230,FAIL,1,Duration formatting in place.,{'lastFix': None},
1674,c2c22fdf,FAIL,1,Supports construction via ConverterManager.,{'lastFix': None},
1675,878682b9,FAIL,2,Minor change to add(Object) method.,{'lastFix': None},
1676,cfe3388e,FAIL,1,Added more methods to DurationConverter.,{'lastFix': None},
1677,362a57a1,FAIL,1,Support converting strings to durations.,{'lastFix': None},
1678,60cd3a8f,FAIL,1,Added.,{'lastFix': None},
1679,d35adaa5,FAIL,1,Remove unused import.,{'lastFix': None},
