id,commit,build,exec_time,comment,fix
15405,c761082,FAIL,0,added simplest possible ExpressionEvaluator,{}
15406,89aa13e,FAIL,0,removed Apache JSTL references completely,{}
15407,0463c61,FAIL,0,removed Apache JSTL references completely,{}
15408,811e9fc,FAIL,0,consistent dependencies,{}
15409,e2093a8,FAIL,0,"fixed regression: looking for annotation on original bean class as well, not just on exposed bean type (SPR-5981)",{}
15410,ad492e9,FAIL,0,"PropertyOverrideConfigurer's ""ignoreInvalidKeys"" ignores invalid property names as well (SPR-5792)",{}
15411,557dd1f,FAIL,0,initialize transaction synchronization before doBegin call in order to avoid OutOfMemory failures after resource binding,{}
15412,49bf85b,FAIL,0,factored out common resolveTypeArgument(s) method to GenericTypeResolver,{}
15413,b8c1130,FAIL,0,detect @Bean methods on registered plain bean classes as well (SPR-5795),{}
15414,38110d3,FAIL,0,polishing,{}
15415,501a1ea,FAIL,0,SPR-5910 - Slight Improvement for Main JavaDoc in RedirectView,{}
15416,bd098ce,FAIL,0,pom maintenance - sync with ivy.xml update junit version in ivy.xml for org.sf.aspects,{}
15417,616a48a,FAIL,0,SPR-6142 AbstractMessageListenerContainer now accepts an implementation of the ErrorHandler strategy for handling any uncaught exceptions thrown while processing a Message. The default behavior is still to log at error-level only (no ErrorHandler).,{}
15418,33265ee,FAIL,0,polishing,{}
15419,9508f41,FAIL,0,made InitDestroyAnnotationBeanPostProcessor's logger field transient (SPR-5962),{}
15420,d4c16e9,FAIL,0,SPR-6094: PostConstruct now processed top-down (base class first); @PreDestroy processed bottom-up (subclass first),{}
15421,64bf3b7,FAIL,0,revised Hessian/Burlap exception clauses (SPR-5897),{}
15422,2bd30a4,FAIL,0,more tests,{}
15423,7a6dafd,FAIL,0,completed generic converter implementation,{}
15424,ce800fb,FAIL,0,allow instrumentation to be specified as a regular VM agent even in OSGi (SPR-6147),{}
15425,dc05ef6,FAIL,0,revised JBoss VFS support,{}
15426,e56aa91,FAIL,1,"""data.sql"" instead of ""test-data.sql"" (SPR-6020)",{}
15427,c802253,FAIL,0,"""data.sql"" instead of ""test-data.sql"" (SPR-6020)",{}
15428,2eb6f49,FAIL,0,updated testing chapter of ref guide,{}
15429,6fc190e,FAIL,0,AbstractBeanDefinitionParser can deal with null return value as well (SPR-5872),{}
15430,438f128,FAIL,0,todos,{}
15431,187d025,FAIL,0,map converters,{}
15432,1ee4ac1,FAIL,0,string to map converters,{}
15433,dedecf7,FAIL,0,SPR-6142 Moved ErrorHandler strategy interface to the org.springframework.util package so that it can be used by MessageListener containers in addition to TaskSchedulers.,{}
15434,e2c36fd,FAIL,0,Updated the context module's .classpath file for Groovy 1.6.3 (from 1.5.1),{}
15435,e6c3227,FAIL,1,more generic converters,{}
15436,ed611be,FAIL,0,conversion utils helper for common code,{}
15437,871fc14,FAIL,0,restored parent property to accept ConversionService instead of GenericConversionService,{}
15438,0698947,FAIL,0,skip processing when no PlatformTransactionManager found (SPR-3955),{}
15439,c693f21,FAIL,0,Beefed up test suite,{}
15440,e9416db,FAIL,0,javadoc and final,{}
15441,01e900c,FAIL,0,documented hooks,{}
15442,a6e28f4,FAIL,0,polish,{}
15443,6ce33db,FAIL,0,getConverter calls now throw exception and query parent,{}
15444,5faa4d9,FAIL,0,SPR-6130 - Be able to specify a default content type when no extension is used in ContentNegotiatingViewResolver,{}
15445,4f94f45,FAIL,0,pom maintenance,{}
15446,fe525f5,FAIL,0,polish,{}
15447,5bae005,FAIL,0,removed ignored test now that convert system has been revised,{}
15448,17f7796,FAIL,0,polish,{}
15449,cb54869,FAIL,0,collection to object,{}
15450,67c02f6,FAIL,0,generic converter revising,{}
15451,982ece5,FAIL,0,SPR-5931 - Allow non-standard attributes in <form> tags,{}
15452,566eeba,FAIL,0,specified excluded names matched against unprefixed FactoryBean names as well (SPR-5926),{}
15453,9f75eb4,FAIL,0,do not check for action exception in resource phase (SPR-6129),{}
15454,fada151,FAIL,0,array to object,{}
15455,d37c5ab,FAIL,0,polish,{}
15456,48bc060,FAIL,0,collection and array merged into one,{}
15457,2ca6943,FAIL,0,array to collection conversion,{}
15458,6c4fb85,FAIL,0,marked JBoss VFS dependency as optional (SPR-6127),{}
15459,66ce824,FAIL,0,JSR-330 etc,{}
15460,25854bd,FAIL,0,polish,{}
15461,b4fd51a,FAIL,0,polish,{}
15462,45c542e,FAIL,0,updated for change in conversion service api; source type desc now required,{}
15463,b2e3837,FAIL,0,polish,{}
15464,f1f4bd9,FAIL,0,generic converter updates,{}
15465,d3b43eb,FAIL,0,refined generic converter concept,{}
15466,6420fd3,FAIL,0,fixed checkbox macro (SPR-6120),{}
15467,8e800f0,FAIL,0,map to map generic converter,{}
15468,ac6e263,FAIL,0,"added default editors for ""java.util.Currency"" and ""java.util.TimeZone""",{}
15469,99753f0,FAIL,0,polishing,{}
15470,89216a4,FAIL,0,marked Hibernate Validator as optional,{}
15471,7b42a12,FAIL,0,consistent loading of optional classes,{}
15472,8d66c90,FAIL,0,revised JTA 1.1 support and javadoc,{}
15473,1c13492,FAIL,0,SPR-6114 - Upgrade the Spring JSP tag libraries to JSP 2.0,{}
15474,d29a894,FAIL,1,javadoc,{}
15475,563ef68,FAIL,0,polish,{}
15476,e9d53cb,FAIL,0,ignore failing test for now while revising converter system,{}
15477,1d9607b,FAIL,0,javadoc,{}
15478,e261635,FAIL,0,added sf4j logging to run tests in eclipse,{}
15479,d848d21,FAIL,0,polish,{}
15480,e153a1a,FAIL,0,tidying string to char conversion,{}
15481,5c3e71d,FAIL,0,polish,{}
15482,3ef485b,FAIL,0,polish,{}
15483,3144162,FAIL,0,updated formatter conversion service adapter to work with type descriptor,{}
15484,39c1ab9,FAIL,0,tidying,{}
15485,33c19b8,FAIL,0,Converter system implementation cleanup and tidying; wip,{}
15486,10c30f0,FAIL,0,modified createRelative according to David Ward's suggestion for JBSPRING-4 (SPR-5120),{}
15487,ad4f50a,FAIL,0,removed outdated reflection code,{}
15488,9ef1d2b,FAIL,0,adapted to Converter signature change,{}
15489,6f2642f,FAIL,0,consistently use varargs signature,{}
15490,87e939a,FAIL,0,adapted to Converter signature change,{}
15491,1605210,FAIL,0,avoid caching for expression results even when specified as TypedStringValue (SPR-6115),{}
15492,8bf1ee5,FAIL,0,polish,{}
15493,1c69651,FAIL,0,"convert polishing: removed checked exception from Converter interface to support direct use, added Converter to each implementation for consistency",{}
15494,881c3ed,FAIL,0,Mapper and SpelMapper,{}
15495,a7ab109,FAIL,0,TestNG 5.10,{}
15496,01fb182,FAIL,0,[SPR-6063] fixed issue with inconsistent views of PropertyDescriptors,{}
15497,aa08c11,FAIL,0,[SPR-5859] @ManagedOperation can now be used on getters/setters,{}
15498,2a0d68c,FAIL,0,restored getMostSpecificMethod's traversal of the inheritance hierarchy,{}
15499,fd81aa2,FAIL,0,protected @Autowired method can be overridden with non-annotated method to suppress injection; private @Autowired methods with same signature will be called individually across a hierarchy (SPR-6112),{}
15500,fa2bb72,FAIL,0,initial JSR-330 injection support,{}
15501,ad12696,FAIL,0,@Scope annotations not sufficient for scanning anymore,{}
15502,e1a3e44,FAIL,0,initial JSR-330 injection support,{}
15503,429d78b,FAIL,0,javadoc.,{}
15504,34357d2,FAIL,0,revised DefaultBindingErrorProcessor to use direct getPropertyName() and getValue() calls on PropertyAccessException itself (SPR-6111),{}
15505,9f19e5e,FAIL,0,Polish,{}
15506,5fa7347,FAIL,0,polish,{}
15507,0d6b9f1,FAIL,0,polish,{}
15508,ca92894,FAIL,0,marked Derby dependency as optional (SPR-6109),{}
15509,0d7f411,FAIL,0,polish,{}
15510,c0d2c6f,FAIL,0,polish,{}
15511,af1c507,FAIL,0,polish,{}
15512,9e9f9df,FAIL,0,polish,{}
15513,df7a4db,FAIL,0,polish,{}
15514,5c525e5,FAIL,0,polish,{}
15515,90697e8,FAIL,0,polish,{}
15516,d5ed42e,FAIL,0,spring 3 validation docs; jsr303 integration,{}
15517,90652bf,FAIL,0,[SPR-5727] CronTriggerBean supports start delay,{}
15518,320f08a,FAIL,0,[SPR-6017] a few more tweaks to how getLocalName is handled,{}
15519,bb70c9a,FAIL,0,@RequestParam and co support placeholders and expressions in their defaultValue attributes (SPR-5922); @Value expressions supported as MVC handler method arguments as well (against request scope),{}
15520,7835e66,FAIL,0,[SPR-6017] a few more tweaks to how getLocalName is handled,{}
15521,ee0a59d,FAIL,0,Test -> Tests,{}
15522,7d37c92,FAIL,0,[SPR-6017] a few more tweaks to the BeanDefinitionParserDelegate public contract,{}
15523,582c092,FAIL,0,revised use of generic provider class for Eclipse compile compatibility,{}
15524,f1bfcf0,FAIL,0,[SPR-6104] @TestExecutionListeners now supports a 'listeners' alias for its existing 'value' attribute.,{}
15525,fe16447,FAIL,0,more work on enabling non-namespace extensions of xml parsing,{}
15526,1e9fc38,FAIL,0,"added javax validation, hibernate, and vfs dependencies into eclipse",{}
15527,1480202,FAIL,0,[SPR-5644] Support for Enum<?> and Enum<T> values as FQN.FIELD_NAME in type conversion,{}
15528,f756261,FAIL,0,changed from M4 to RC1,{}
15529,8303d49,FAIL,0,updated the oxm exceptions figure (SPR-6095),{}
15530,2d3c6fa,FAIL,0,removed outdated dependency on standard taglib (SPR-6099),{}
15531,64c46d4,FAIL,0,extended the range for org.jboss.virtual (SPR-5120),{}
15532,184f63f,FAIL,0,fixed component scanning for JBoss 5 VFS; applied revised vfs-fixes-3.patch; added ResourceHandlingUtils (SPR-5120),{}
15533,377359b,FAIL,0,polished,{}
15534,aeee120,FAIL,0,Beverly's edits reviewed; fixed coverage for SimpleJdbcCall and the use of default parameter values (SPR-5929),{}
15535,c1f0301,FAIL,0,reduced size of level 4 subsection headings,{}
15536,ea674f2,FAIL,0,revised the detection of Sybase (SPR-6053),{}
15537,4be3c5d,FAIL,0,ObjectFactory etc,{}
15538,cfdb106,FAIL,0,polishing,{}
15539,634d4b4,FAIL,0,BeanFactory prefers local primary bean to primary bean in parent factory (SPR-5871),{}
15540,ee1c68e,FAIL,0,polishing,{}
15541,45dc856,FAIL,0,Jpa/JdoTransactionManager passes resolved timeout into Jpa/JdoDialect's beginTransaction; HibernateJpaDialect applies timeout onto native Hibernate Transaction before begin call (SPR-5195),{}
15542,414d663,FAIL,0,[SPR-6048] fixed Exception signature in CronTriggerBean.afterPropertiesSet(),{}
15543,2b96fe8,FAIL,0,[SPR-5993] Fixed notice file,{}
15544,8f6a42b,FAIL,0,[SPR-3635] [SPR-5039] [SPR-5813] JMX annotation inheritance fixed,{}
15545,7f7173f,FAIL,0,added copy of SerializationTestUtils to beans module,{}
15546,209f43b,FAIL,0,BeanFactory supports ObjectFactory as a dependency type for @Autowired and @Value (SPR-6079),{}
15547,7448214,FAIL,0,reworked PropertyPlaceholderConfigurer to use new PropertyPlaceholderHelper,{}
15548,f20c074,FAIL,0,reworked PropertyPlaceholderHelper,{}
15549,d16faaf,FAIL,0,[SPR-6025] support for recursive property placeholder replacement in system properties,{}
15550,3fe09d7,FAIL,0,[SPR-6025] added SystemPropertyUtilsTests,{}
15551,8357bcb,FAIL,0,[SPR-6025] PropertyPlaceholderUtils introduced,{}
15552,df3881d,FAIL,0,Update groovy dependency to match ivy.xml,{}
15553,ceca0db,FAIL,0,added synchronization to compile method (SPR-6001),{}
15554,ae461db,FAIL,0,fix to resource handling in PluggableSchemaResolver,{}
15555,6651ff0,FAIL,0,fixed formatter annotation lookup,{}
15556,c63567c,FAIL,0,JSR-303 etc,{}
15557,70038bc,FAIL,0,fixed format tests,{}
15558,0d084bd,FAIL,0,updated test dependencies,{}
15559,6e95b2c,FAIL,0,polishing,{}
15560,a86a698,FAIL,0,initial JSR-303 Bean Validation support; revised ConversionService and FormatterRegistry,{}
15561,f9f9b43,FAIL,0,[SPR-4643] SpringJUnit4ClassRunner now optionally calls JUnit 4.7's BlockJUnit4ClassRunner.withRules() method using reflection in order to provide backward compatibility with JUnit 4.5 and 4.6.,{}
15562,7aff075,FAIL,1,expression parser uses context's ConversionService by default,{}
15563,7123e4f,FAIL,0,expression parser uses context's ConversionService by default,{}
15564,efaf76b,FAIL,0,polishing,{}
15565,57f90ad,FAIL,0,polishing,{}
15566,1045847,FAIL,0,updated to CGLIB 2.2 and EHCache 1.6.2,{}
15567,e6436bb,FAIL,0,fixed currently-in-creation check to apply with any log level (SPR-5996),{}
15568,c5e49fc,FAIL,0,refined PathMatchingResourcePatternResolver's treatment of non-readable directories (SPR-6086),{}
15569,c10342a,FAIL,0,Added documentation for @Scheduled and @Async annotations.,{}
15570,afd6fe9,FAIL,0,[SPR-5927] fixed FormTag attribute clearing,{}
15571,b18a1dc,FAIL,0,added documentation for the task namespace,{}
15572,bfa4231,FAIL,0,removed dependency on ServletException,{}
15573,aee3f14,FAIL,0,removed unecessary dependency on ServletException,{}
15574,c3546f4,FAIL,0,fixed missing dependencies in iml file,{}
15575,b482d6d,FAIL,0,revised the detection of Sybase (SPR-6053),{}
15576,019c3c2,FAIL,0,[SPR-6017] updated DBDR and BDPD to allow for overriding of namespace-specific methods,{}
15577,5d17db6,FAIL,0,updated javax.el dependency to match the IDEA project file,{}
15578,05fe679,FAIL,0,[SPR-6004] Fixed NPE in BeanDefinitionParserDelegate when using empty namespace as the default,{}
15579,855eac5,FAIL,0,SpelExpressionParser made threadsafe,{}
15580,cd20be7,FAIL,0,polish,{}
15581,80570a2,FAIL,0,polish,{}
15582,b4aa322,FAIL,0,polish,{}
15583,21d9b70,FAIL,0,polish,{}
15584,9b2f161,FAIL,0,polish,{}
15585,a03ca86,FAIL,0,[SPR-6057] test case to show that bug is already fixed,{}
15586,ca159f6,FAIL,0,polish,{}
15587,223e1e4,FAIL,0,polish,{}
15588,35c4a4b,FAIL,0,polish,{}
15589,d0c8545,FAIL,0,updated setCookieMaxAge to match getCookieMaxAge return type (SPR-6070),{}
15590,477c4d3,FAIL,0,updaten new in 3,{}
15591,19450cd,FAIL,0,updaten new in 3,{}
15592,e709574,FAIL,0,polish,{}
15593,421aab0,FAIL,0,polish,{}
15594,354e6fa,FAIL,0,polish,{}
15595,d18bc35,FAIL,0,polish,{}
15596,835ebfc,FAIL,0,setting up FormatterRegistrY,{}
15597,7008347,FAIL,0,polish,{}
15598,900660a,FAIL,0,converter / formatter docs initial commit,{}
15599,d10be74,FAIL,0,Fixed JavaDoc for determineRootDir method (SPR-5340),{}
15600,f323a5b,FAIL,0,fixed broken classpaths for ehcache and junit,{}
15601,0a781f3,FAIL,0,Including HibernateSessionFlushingTests in the suite.,{}
15602,2dee54b,FAIL,0,[SPR-4702] now updating TestContext state before calling before/after test class life cycle callbacks.,{}
15603,ba425c3,FAIL,0,updated to EHCache 1.6.0,{}
15604,8675281,FAIL,0,updated to AspectJ 1.6.5,{}
15605,8754f0b,FAIL,0,updated dependencies,{}
15606,19bccaa,FAIL,0,updates made during my review of beans.xml:,{}
15607,7b6029d,FAIL,0,Beverly's edits reviewed; modified the introduction part to include the preface text,{}
15608,a45d1de,FAIL,0,[SPR-6011] SpringJUnit4ClassRunner once again supports collective timeouts for repeated tests,{}
15609,9845047,FAIL,0,[SPR-6011] SpringJUnit4ClassRunner once again supports collective timeouts for repeated tests.,{}
15610,e0c63d8,FAIL,0,minor typos and tweaks to 'expressions' chapter,{}
15611,eda193f,FAIL,0,Added assertPersonCount() functionality for increased robustness.,{}
15612,66a7995,FAIL,0,SPR-2784: Support MultipartFile-array property,{}
15613,ae8c053,FAIL,0,+ fixed NPE when closing up non-initialized contexts,{}
15614,773bdcd,FAIL,0,changed NamedParameter/SimpleJdbcOperations parameter signatures to accept any Map value type (SPR-6046),{}
15615,e1b73ad,FAIL,0,Removed duplicate OrderItem,{}
15616,904c235,FAIL,0,adapted to changes in non-lenient mode,{}
15617,636c490,FAIL,0,More autoboxing madness.,{}
15618,fb7fd4b,FAIL,0,added superfluous cast to get around ambiguity problem with some compilers,{}
15619,015284a,FAIL,0,+ add implicit (String) type for typed string values w/o a specified type,{}
15620,c870e01,FAIL,0,Added castor properties,{}
15621,157a87e,FAIL,0,SPR-6003 - Improve CastorMarshaller support for loading class descriptors,{}
15622,52b5188,FAIL,0,first cut of changes for 3.0.0.RC1,{}
15623,83289cb,FAIL,0,updated JPA 2.0 compatibility to EclipseLink 2.0.0.M7,{}
15624,d3a6c48,FAIL,0,modified intro to accommodate new order and added features,{}
15625,b5661eb,FAIL,0,Moved Quartz and Timer discussion after TaskExecutor and TaskScheduler,{}
15626,a07da0d,FAIL,0,[SPR-6043] @NotTransactional is now deprecated,{}
15627,eb5d47c,FAIL,1,Added documentation for the TaskScheduler abstraction.,{}
15628,ce3c72f,FAIL,0,compatibility with Hibernate 3.5 beta 1,{}
15629,4a7c299,FAIL,0,[SPR-5995] SpringJUnit4ClassRunner is now compatible with JUnit 4.5 - 4.7,{}
15630,e0bb838,FAIL,0,"MBeanServerFactoryBean returns JDK 1.5 platform MBeanServer for agent id """" (SPR-5909)",{}
15631,8fb53c8,FAIL,0,"[SPR-5995] Updated documentation regarding compatibility with JUnit 4.5, 4.6, and 4.7.",{}
15632,da3eb58,FAIL,0,"[SPR-5995] Renamed makeNotifier() to springMakeNotifier() in order to allow compatibility with JUnit 4.5, 4.6, and 4.7.",{}
15633,5a55b83,FAIL,0,refined logging in JMS SingleConnectionFactory and DefaultMessageListenerContainer,{}
15634,5c2d637,FAIL,0,SPR-6037 - Ability to configure a XStream subclass on XStreamMarshaller,{}
15635,04cd95f,FAIL,0,fixed accidental test failures,{}
15636,9a48f3f,FAIL,0,try to create unknown collection implementation types via default constructor,{}
15637,b118aae,FAIL,0,s/(init|destroy)MethodName/(init|destroy)Method/ to reflect recent changes made when porting @Bean to Spring core.,{}
15638,a7acea2,FAIL,0,remove obsolete xsd,{}
15639,0179c66,FAIL,0,+ add security manager checks to avoid the creation of inner privileged action classes,{}
15640,04b619e,FAIL,0,fixed accidental test failures,{}
15641,427edfe,FAIL,0,fixed package-info,{}
15642,fee838a,FAIL,0,"support for default ""conversionService"" bean in an ApplicationContext; revised formatting package, now integrated with DataBinder and AnnotationMethodHandlerAdapter; revised AccessControlContext access from BeanFactory",{}
15643,9f9f234,FAIL,0,polishing,{}
15644,7782184,FAIL,0,[SPR-4702] Updated JavaDoc regarding before/after test class lifecycle callbacks.,{}
15645,9eb19ac,FAIL,0,Polishing test annotation declarations and JavaDoc.,{}
15646,a1b3b87,FAIL,0,polish,{}
15647,641407c,FAIL,0,missing field test case,{}
15648,901e88c,FAIL,0,polish,{}
15649,78304c0,FAIL,0,"core context.message, context.alert, model.binder modules; includes SpEL-based GenericBinder implementation",{}
15650,2bd664f,FAIL,0,removed framework specific annotation in favor of user-defined for now,{}
15651,704cc79,FAIL,0,polish,{}
15652,8d7d3cf,FAIL,0,"SPR-6009 - @ExceptionHandler methods are still expected to return a ModelAndView, even when consuming a ServletResponse/OutputStream/Writer",{}
15653,3b7691d,FAIL,0,SPR-6008 - @ResponseStatus on @ExceptionHandler method is ignored,{}
15654,5680cd4,FAIL,0,SWS-548 - Expose suppressNamespace and suppressXSIType as properties to CastorMarshaller,{}
15655,20f5f99,FAIL,0,"SPR-6013, SPR-6014, SPR-6015 tests",{}
15656,db40e15,FAIL,0,polish,{}
15657,2381452,FAIL,0,"SPR-6012, SPR-6013, SPR-6014 initial commit",{}
15658,839e946,FAIL,0,SWS-548 - Expose suppressNamespace and suppressXSIType as properties to CastorMarshaller,{}
15659,6011209,FAIL,0,[SPR-5964] Upgraded to TestNG 5.10,{}
15660,4263858,FAIL,0,[SPR-5963] Upgraded to JUnit 4.7,{}
15661,5d17515,FAIL,0,[SPR-5888] Upgraded to TestNG 5.9.0.,{}
15662,7b26ae4,FAIL,0,pom maintenance - extraneous dependency on cglib-nodep,{}
15663,2df7cea,FAIL,0,Removed ci.build=true,{}
15664,8dbf86f,FAIL,0,+ update copyright dates on some files + migrated test from JUnit 3 to 4,{}
15665,2d7c2d6,FAIL,0,revised wrapper type handling,{}
15666,d41344e,FAIL,0,preparations for 3.0 M4 release,{}
15667,dd67900,FAIL,0,revised core conversion package for BeanWrapper/BeanFactory integration,{}
15668,45a0cad,FAIL,0,revised core conversion package for BeanWrapper/BeanFactory integration,{}
15669,e9823b5,FAIL,0,revised embedded database support,{}
15670,3ac3a72,FAIL,0,added test with custom repository annotation,{}
15671,6e25ca8,FAIL,0,JMS SingleConnectionFactory uses minimized number of start calls (for Oracle AQ; SPR-5987),{}
15672,23a1d07,FAIL,0,JMS SingleConnectionFactory uses minimized number of start calls (for Oracle AQ; SPR-5987),{}
15673,83bd56c,FAIL,0,JMS SingleConnectionFactory uses minimized number of start calls (for Oracle AQ; SPR-5987),{}
15674,6b824d9,FAIL,0,revised WebApplicationContext id determination; lazy logger initialization in ContextLoaderListener (SPR-5977),{}
15675,33bb81b,FAIL,0,SPR-5986 - Error in pointing links about versions for documentation and content,{}
15676,9a0108a,FAIL,0,added support for @WebServiceProvider annotation to Spring's JaxWsServiceExporters (SPR-5988),{}
15677,2cd7175,FAIL,0,Apply Beverly's edits to mvc chapter.,{}
15678,19dc0d3,FAIL,0,Apply Beverly's edits to mvc chapter.,{}
15679,14e983f,FAIL,1,+ removed unneeded method (one less item off the stack),{}
15680,af6275a,FAIL,0,+ small fix to reflection util to avoid accessibility calls,{}
15681,af8af8c,FAIL,0,+ added fine grained privileged blocks to preserve the caller security stack when invoking the callee,{}
15682,81eb114,FAIL,0,+ fixed exception unwrapping + optimized path for getBean (and thus fixed another test),{}
15683,65e00f7,FAIL,0,added support for ErrorHandler with DelegatingErrorHandlingRunnable in the TimerManagerTaskScheduler,{}
15684,d5d3104,FAIL,0,+ interaction with user code uses now dedicated privileged when running under a security manager,{}
15685,fe5b502,FAIL,0,Beverly's edits reviewed; spell checked,{}
15686,c6edc58,FAIL,0,removed RC1 references,{}
15687,3081396,FAIL,0,pom maintenance - changes needed to run inside eclipse via m2eclipse,{}
15688,a7a9731,FAIL,0,turned requestedSessionId into a settable property,{}
15689,ed61da9,FAIL,0,remove spring-parent to list of bundles,{}
15690,eed7bdf,FAIL,0,add spring-parent to list of bundles and see if it gets published to maven-central,{}
15691,3005ad3,FAIL,0,add spring-parent to list of bundles and see if it gets published to maven-central,{}
15692,3e02887,FAIL,0,"SPR-5979 - Reference guide refers to non-existing type StandardScopes SPR-5965 - Typo error in reference documentation - ""What's new in Spring 3.0""",{}
15693,97e3b5c,FAIL,0,SPR-5976 - Upgrade POMS to JUnit 4.6,{}
15694,f9016fd,FAIL,0,SPR-5970 - Tidy up Maven central POM for spring-webmvc,{}
15695,1683179,FAIL,0,SPR-5968 - Maven central POM for spring-web has wrong versions of dependencies and a missing dependency,{}
15696,8d1fdd8,FAIL,0,SPR-5969 -  Tidy up Maven central POM for spring-context-support SPR-5976 -  Upgrade POMS to JUnit 4.6,{}
15697,bdd43f5,FAIL,0,pruned presentation model system from trunk to move to dev branch as its a 3.1 feature now,{}
15698,3ae3196,FAIL,0,pruned presentation model system from trunk to move to dev branch as its a 3.1 feature now,{}
15699,00f90cd,FAIL,0,pruned presentation model system from trunk to move to dev branch as its a 3.1 feature now,{}
15700,93e9955,FAIL,0,SPR-4700 - Add single checkbox input macro for Velocity and Freemarker,{}
15701,7043dff,FAIL,0,,{}
15702,8db13bb,FAIL,0,Deprecated org.springframework.enums,{}
15703,b95f3f6,FAIL,0,Getting rid of @Ignore,{}
15704,7d75082,FAIL,0,SPR-5851 - Set Maven repositories as non-snapshot,{}
15705,4afcddc,FAIL,0,added PeriodicTrigger implementation,{}
15706,43519a5,FAIL,0,Doc,{}
15707,1915192,FAIL,0,,{}
15708,372173f,FAIL,0,Parameterized/generified static methods in BeanUtils.,{}
15709,4267f84,FAIL,0,SPR-5975 - BufferedImageHttpMessageConverter doesn't work on Google AppEngine,{}
15710,54d403e,FAIL,0,revisions after spell check; tweaked text in section covering rollback rules,{}
15711,7c06ea9,FAIL,0,final revisions and marked all comments,{}
15712,791faf4,FAIL,0,put the definite article back in some places for Spring Framework to be consistent with common usage,{}
15713,3d29023,FAIL,0,"Updating POMs to contain Junit & EasyMock version numbers. Apparently, the maven ant tasks cannot resolve our parent pom.",{}
15714,50956e0,FAIL,0,added tests for ThreadPoolTaskScheduler,{}
15715,970fcab,FAIL,0,Added ErrorHandler strategy for asynchronous tasks submitted to a scheduler. Replaced DelegatingExceptionProofRunnable with DelegatingErrorHandlingRunnable. Both ThreadPoolTaskScheduler and ConcurrentTaskScheduler now support the ErrorHandler strategy.,{}
15716,228e1d8,FAIL,0,CronSequenceGenerator is now package-protected (only used by CronTrigger),{}
15717,c9cc30a,FAIL,0,updated chapter title,{}
15718,a6330ca,FAIL,0,Fixed failing test due to compiler differences,{}
15719,77b294f,FAIL,0,native web request parameter map tests,{}
15720,9ed5353,FAIL,0,"unified map view of request parameters, including multiparts",{}
15721,d456a93,FAIL,0,moved multipart and bind to web project since independent of servlet and required by new native web request parameter map,{}
15722,9eb85af,FAIL,0,moved multipart and bind to web project since independent of servlet and required by new native web request parameter map,{}
15723,e986434,FAIL,0,moved collection utilities to util,{}
15724,4bf3a9c,FAIL,0,changed J2EE to Java EE,{}
15725,40c4941,FAIL,0,changed structure - added Parts for intro chapters and appendices; changed J2EE to Java EE,{}
15726,dd96d6d,FAIL,0,Beverly's edits reviewed; changed J2EE to Java EE,{}
15727,fc7c49a,FAIL,0,updated manifest template to add model package import,{}
15728,e020b57,FAIL,0,initial BindingLifecycle @MVC integration,{}
15729,44cf4e2,FAIL,0,SPR-5633 - Portlet-version of @ExceptionHandler,{}
15730,db487b6,FAIL,0,fixe bug in element type for jeremyg,{}
15731,17dfc8b,FAIL,0,fixed constructor resolution algorithm to trigger ambiguity exception as late as possible,{}
15732,c7661d5,FAIL,0,"[SPR-5781] Added a ""note"" for static import for assertions; additional polishing.",{}
15733,5d009a2,FAIL,0,"prevent non-public access to bean class as well, if demanded",{}
15734,12e43ff,FAIL,0,SPR-5953 - Allow SimpleMappingExceptionResolver to Resolve HTTP Status Codes,{}
15735,2d4ae59,FAIL,0,SPR-5961,{}
15736,9eb962d,FAIL,0,,{}
15737,dc59ca4,FAIL,0,Using correct encoding (ISO-8859-1) instead of JVM default when no character encoding is given.,{}
15738,7c6ea9b,FAIL,0,"per Ramnivas' suggestion, removing this bit to try and fix snapshot builds",{}
15739,3cb073a,FAIL,0,revised non-lenient resolution,{}
15740,1d6a7e5,FAIL,0,delegate to presentation model,{}
15741,b11970e,FAIL,0,SPR-5923 - HttpMessageConverter selection as a result of @ResponseBody should consider the requested content type,{}
15742,de234e6,FAIL,0,polish,{}
15743,d2d1de5,FAIL,0,mvc binding lifecycle; packaged with model map for now since it depends on it,{}
15744,f0ca94d,FAIL,0,new presentation model methods; ability to surpress commit of dirty value in PMB,{}
15745,0f43488,FAIL,0,binding lifecycle per design review,{}
15746,cd9f0bc,FAIL,0,package info,{}
15747,522475a,FAIL,0,[SPR-5893] polishing,{}
15748,fa16764,FAIL,0,Replaced BinderSupport with a refactored AbstractBinder that delegates to a FieldBinder whose creation is the responsibility of each subclass.,{}
15749,1eabe2b,FAIL,0,lenientConstructorResolution flag applies to factory methods as well,{}
15750,e85ad67,FAIL,0,javadoc,{}
15751,ca060ce,FAIL,0,binder support,{}
15752,880eb9e,FAIL,0,SPR-5622: Changed javadoc to reflect current HandlerExceptionResolvers.,{}
15753,307fb0a,FAIL,0,SPR-5942: MarshallingHttpMessageConverter should not require both marshaller and unmarshaller,{}
15754,ac56f1f,FAIL,0,Removed @Override on interface method.,{}
15755,88a6804,FAIL,0,Initial import of GenericBinder.,{}
15756,110ada7,FAIL,0,polish,{}
15757,0124224,FAIL,0,polish,{}
15758,ce8f079,FAIL,0,polish,{}
15759,505f3c2,FAIL,0,polish,{}
15760,da7e596,FAIL,0,default message factory,{}
